Severity	Code	Description	Project	File	Line	Suppression State	Details
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	886		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	888		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	889		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\__msvc_bit_utils.hpp	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\vector	29		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemAxe.cpp	6		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\__msvc_bit_utils.hpp	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\vector	29		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files (x86)\Windows Kits\10\Include\10.0.26100.0\ucrt\ctype.h	19		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cctype	20		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\string	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\java\String.h	10		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\util\Memory.h	7		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemPickaxe.cpp	8		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\__msvc_bit_utils.hpp	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\vector	29		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files (x86)\Windows Kits\10\Include\10.0.26100.0\ucrt\ctype.h	19		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cctype	20		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\string	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\java\String.h	10		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\util\Memory.h	7		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemSpade.cpp	7		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files (x86)\Windows Kits\10\Include\10.0.26100.0\ucrt\ctype.h	19		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cctype	20		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\string	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\java\String.h	10		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\__msvc_bit_utils.hpp	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\vector	29		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\util\Memory.h	7		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	557		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	573		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	585		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	836		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	863		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	865		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	881		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	882		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	884		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	886		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	888		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	889		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\__msvc_bit_utils.hpp	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\vector	29		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files (x86)\Windows Kits\10\Include\10.0.26100.0\ucrt\ctype.h	19		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cctype	20		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\string	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\java\String.h	10		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\util\Memory.h	7		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	557		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	573		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	585		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	836		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	863		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	865		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	881		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	882		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	884		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	886		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\__msvc_bit_utils.hpp	23		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\vector	29		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.h	10		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.cpp	8		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.h	10		
Error	C2334	unexpected token(s) preceding '{'; skipping apparent function body	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.h	10		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	572		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	585		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	836		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	863		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	865		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	881		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	882		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	884		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	886		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	888		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	889		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	572		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	585		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	836		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	863		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	865		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	881		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	882		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	884		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	886		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	888		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	889		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	890		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	572		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	585		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	836		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	863		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	865		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	881		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	882		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	884		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	886		
Error	C2988	unrecognizable template declaration/definition	Alpha126Cpp	C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\include\cmath	888		
